Gene_ID	COG_category	GOs	KEGG_ko	PFAMs	InterPro_Acc	NR_Hit_ID	NR_Description	SwissProt_Hit_ID	SwissProt_Description
misc_23079	I	GO:0000003,GO:0000038,GO:0000166,GO:0001676,GO:0003674,GO:0003824,GO:0003995,GO:0003997,GO:0005102,GO:0005488,GO:0005504,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005654,GO:0005730,GO:0005737,GO:0005777,GO:0005778,GO:0005782,GO:0005829,GO:0005886,GO:0006082,GO:0006091,GO:0006605,GO:0006625,GO:0006629,GO:0006631,GO:0006635,GO:0006690,GO:0006692,GO:0006693,GO:0006810,GO:0006886,GO:0006996,GO:0007031,GO:0007276,GO:0007283,GO:0008104,GO:0008150,GO:0008152,GO:0008289,GO:0009056,GO:0009058,GO:0009062,GO:0009987,GO:0010817,GO:0015031,GO:0015833,GO:0016020,GO:0016042,GO:0016043,GO:0016054,GO:0016137,GO:0016138,GO:0016401,GO:0016491,GO:0016559,GO:0016627,GO:0016634,GO:0017144,GO:0019216,GO:0019222,GO:0019395,GO:0019748,GO:0019752,GO:0019904,GO:0019953,GO:0022414,GO:0030165,GO:0030258,GO:0031090,GO:0031406,GO:0031903,GO:0031907,GO:0031974,GO:0031981,GO:0032501,GO:0032504,GO:0032787,GO:0033036,GO:0033293,GO:0033365,GO:0033539,GO:0033540,GO:0033559,GO:0034440,GO:0034613,GO:0036094,GO:0036109,GO:0042445,GO:0042446,GO:0042579,GO:0042592,GO:0042632,GO:0042802,GO:0042803,GO:0042810,GO:0042811,GO:0042886,GO:0043167,GO:0043168,GO:0043177,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043436,GO:0043574,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044249,GO:0044255,GO:0044281,GO:0044282,GO:0044422,GO:0044424,GO:0044428,GO:0044438,GO:0044439,GO:0044444,GO:0044446,GO:0044464,GO:0044550,GO:0044703,GO:0045184,GO:0046395,GO:0046907,GO:0046983,GO:0047485,GO:0048037,GO:0048232,GO:0048285,GO:0048609,GO:0048878,GO:0050660,GO:0050662,GO:0050789,GO:0051179,GO:0051234,GO:0051641,GO:0051649,GO:0051704,GO:0055088,GO:0055092,GO:0055114,GO:0065007,GO:0065008,GO:0070013,GO:0070727,GO:0071702,GO:0071704,GO:0071705,GO:0071840,GO:0071944,GO:0071949,GO:0072329,GO:0072594,GO:0072662,GO:0072663,GO:0080090,GO:0097159,GO:0098588,GO:0098805,GO:1901135,GO:1901137,GO:1901265,GO:1901363,GO:1901568,GO:1901575,GO:1901576,GO:1901657,GO:1901659,GO:1904069,GO:1904070	ko:K00232	ACOX,Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_ox_N	-,IPR012258,IPR002655,IPR036250	XP_071538751.1	XP_071538751.1 acyl-coenzyme A oxidase 1 isoform X2 [Panulirus ornatus]	sp|P97562|ACOX2_RAT	sp|P97562|ACOX2_RAT Peroxisomal acyl-coenzyme A oxidase 2 OS=Rattus norvegicus OX=10116 GN=Acox2 PE=1 SV=1
misc_23080	S	-	ko:K06997	Ala_racemase_N	-,IPR011078,IPR001608,IPR029066	PSR11501.1	PSR11501.1 MAG: YggS family pyridoxal phosphate-dependent enzyme [Bacteroidota bacterium]	sp|O66631|PLPHP_AQUAE	sp|O66631|PLPHP_AQUAE Pyridoxal phosphate homeostasis protein OS=Aquifex aeolicus (strain VF5) OX=224324 GN=aq_274 PE=3 SV=1
misc_23081	-	-	-	-	-	TVR86246.1	TVR86246.1 MAG: hypothetical protein EA411_11025 [Saprospirales bacterium]	-	-
misc_23082	F	-	-	dNK	IPR027417,IPR050566,IPR031314,IPR002624,-	MDG1435840.1	MDG1435840.1 deoxynucleoside kinase [Saprospiraceae bacterium]	sp|P37529|DCK_BACSU	sp|P37529|DCK_BACSU Deoxyadenosine/deoxycytidine kinase OS=Bacillus subtilis (strain 168) OX=224308 GN=dck PE=1 SV=1
misc_23083	S	-	-	PhzC-PhzF	IPR018247,IPR026444,IPR016134,IPR036439,IPR002105,-	TVR86245.1	TVR86245.1 MAG: T9SS C-terminal target domain-containing protein [Saprospirales bacterium]	-	-
misc_23084	T	-	-	I-set,Ig_3	-	XP_042217864.1	XP_042217864.1 immunoglobulin domain-containing protein oig-4-like [Homarus americanus]	-	-
misc_23085	S	-	-	UPF0061	-,IPR003846	XP_042236577.1	XP_042236577.1 protein adenylyltransferase SelO-like [Homarus americanus]	sp|Q1DDZ9|SELO_MYXXD	sp|Q1DDZ9|SELO_MYXXD Protein nucleotidyltransferase YdiU OS=Myxococcus xanthus (strain DK1622) OX=246197 GN=ydiU PE=3 SV=1
misc_23088	-	-	-	-	-	XP_063858328.1	XP_063858328.1 uncharacterized protein LOC135099751 [Scylla paramamosain]	-	-
misc_23089	-	-	-	-	-	-	-	-	-
misc_23090	-	-	-	-	-	-	-	-	-
misc_23091	V	-	ko:K02004	FtsX,MacB_PCD	IPR003838,IPR025857,-,IPR050250	MEO1260967.1	MEO1260967.1 ABC transporter permease [Bacteroidota bacterium]	sp|Q5F6V6|MACB_NEIG1	sp|Q5F6V6|MACB_NEIG1 Macrolide export ATP-binding/permease protein MacB OS=Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090) OX=242231 GN=macB PE=3 SV=1
misc_23092	M	-	ko:K13735	Big_1,CarboxypepD_reg,IAT_beta,Invasin_D3,PPC	IPR012334,IPR011050,IPR039448,IPR026444,IPR006626,-	NNE27040.1	NNE27040.1 T9SS type A sorting domain-containing protein [Saprospiraceae bacterium]	-	-
misc_23093	M	-	ko:K07273	Glyco_hydro_25	IPR018077,-,IPR017853,IPR002053	MEO1262318.1	MEO1262318.1 GH25 family lysozyme [Bacteroidota bacterium]	sp|Q8FFY2|YEGX_ECOL6	sp|Q8FFY2|YEGX_ECOL6 Uncharacterized protein YegX OS=Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC) OX=199310 GN=yegX PE=3 SV=2
misc_23094	I	-	ko:K06076	OprB,SLH,Toluene_X	-,IPR019861	MEO1262316.1	MEO1262316.1 PorP/SprF family type IX secretion system membrane protein [Bacteroidota bacterium]	-	-
misc_23095	J	-	ko:K01425,ko:K13652	GyrI-like,Polyketide_cyc2	IPR029442,IPR023393,IPR019587,-,IPR011256,IPR010499	MEO1262319.1	MEO1262319.1 GyrI-like domain-containing protein [Bacteroidota bacterium]	-	-
misc_23096	-	-	-	-	-	XP_071535101.1	XP_071535101.1 uncharacterized protein [Panulirus ornatus]	-	-
misc_23097	-	-	-	-	-	-	-	-	-
misc_23098	S	-	-	MATH	-	XP_071513816.1	XP_071513816.1 uncharacterized protein [Panulirus ornatus]	-	-
misc_23099	O	GO:0000322,GO:0000323,GO:0000324,GO:0000413,GO:0003674,GO:0003755,GO:0003824,GO:0005488,GO:0005527,GO:0005528,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005773,GO:0005783,GO:0005789,GO:0006457,GO:0006464,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0009987,GO:0010033,GO:0012505,GO:0016020,GO:0016853,GO:0016859,GO:0018193,GO:0018208,GO:0019538,GO:0031984,GO:0033993,GO:0036211,GO:0042175,GO:0042221,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0046677,GO:0050896,GO:0051716,GO:0061077,GO:0070887,GO:0071236,GO:0071310,GO:0071396,GO:0071704,GO:0097159,GO:0097305,GO:0097306,GO:0097307,GO:0097308,GO:0098827,GO:0140096,GO:1901363,GO:1901564,GO:1901700,GO:1901701	ko:K09569,ko:K09577	FKBP_C	IPR001179,IPR046357,IPR013766,IPR044609,-,IPR036249	XP_071547394.1	XP_071547394.1 uncharacterized protein bug isoform X1 [Panulirus ornatus]	sp|Q66H94|FKBP9_RAT	sp|Q66H94|FKBP9_RAT Peptidyl-prolyl cis-trans isomerase FKBP9 OS=Rattus norvegicus OX=10116 GN=Fkbp9 PE=2 SV=1
misc_23100	-	-	-	-	-	-	-	-	-
misc_23101	-	-	-	-	-	-	-	-	-
misc_23102	CO	-	-	-	IPR013766,IPR050553,IPR000866,-,IPR036249	MGI9624841.1	MGI9624841.1 TlpA family protein disulfide reductase [Acidimicrobiales bacterium]	-	-
misc_23103	G	-	ko:K00036	G6PD_C,G6PD_N	IPR022675,IPR034137,IPR004849,IPR006114,IPR001282,IPR006171,IPR023627,IPR000093,IPR022674,IPR036291,IPR019796,IPR006115,IPR013328,-,IPR008927	GIW40773.1	GIW40773.1 MAG: hypothetical protein KatS3mg076_1350 [Candidatus Binatia bacterium]	sp|P0A587|G6PD1_MYCBO	sp|P0A587|G6PD1_MYCBO Glucose-6-phosphate 1-dehydrogenase 1 OS=Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97) OX=233413 GN=zwf1 PE=3 SV=1
misc_23104	C	-	ko:K00179,ko:K04090	Fer4,POR,POR_N,TPP_enzyme_C	IPR002347,IPR051687,IPR009014,IPR019752,IPR000086,IPR036291,IPR029061,IPR011766,IPR020084,IPR015797,IPR046667,-,IPR002869,IPR057326,IPR002880	MEM9038379.1	MEM9038379.1 indolepyruvate ferredoxin oxidoreductase family protein [Actinomycetota bacterium]	sp|O53547|CHSB1_MYCTU	sp|O53547|CHSB1_MYCTU Hydroxyacyl-CoA dehydrogenase ChsB1 OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) OX=83332 GN=chsB1 PE=1 SV=1
misc_23105	H	GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0034641,GO:0034645,GO:0040007,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:1901360,GO:1901576	ko:K02343	DNA_pol3_delta2,DNA_pol3_gamma3	IPR045085,IPR027417,IPR022754,IPR012763,IPR008921,IPR003593,IPR050238,-	MCB0994375.1	MCB0994375.1 DNA polymerase III subunit gamma/tau [Acidimicrobiales bacterium]	sp|P63976|DPO3X_MYCBO	sp|P63976|DPO3X_MYCBO DNA polymerase III subunit gamma/tau OS=Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97) OX=233413 GN=dnaX PE=3 SV=1
misc_23106	L	-	ko:K09747	YbaB_DNA_bd	IPR004401,-,IPR036894	MEO1065437.1	MEO1065437.1 YbaB/EbfC family nucleoid-associated protein [Actinomycetota bacterium]	sp|A9WEA9|Y522_CHLAA	sp|A9WEA9|Y522_CHLAA Nucleoid-associated protein Caur_0522 OS=Chloroflexus aurantiacus (strain ATCC 29366 / DSM 635 / J-10-fl) OX=324602 GN=Caur_0522 PE=3 SV=1
misc_23107	IQ	-	-	AMP-binding,AMP-binding_C	IPR045851,IPR000873,IPR042099,-,IPR025110	MDW3216984.1	MDW3216984.1 AMP-binding protein [Acidimicrobiales bacterium]	sp|A4YDR9|HBCL2_METS5	sp|A4YDR9|HBCL2_METS5 4-hydroxybutyrate--CoA ligase 2 OS=Metallosphaera sedula (strain ATCC 51363 / DSM 5348 / JCM 9185 / NBRC 15509 / TH2) OX=399549 GN=Msed_0394 PE=1 SV=1
misc_23108	C	GO:0003674,GO:0003824,GO:0004075,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006629,GO:0006631,GO:0006633,GO:0008150,GO:0008152,GO:0008610,GO:0009058,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0010565,GO:0016053,GO:0016874,GO:0016879,GO:0019216,GO:0019217,GO:0019222,GO:0019752,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0032787,GO:0042304,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0045717,GO:0045833,GO:0045922,GO:0046394,GO:0046890,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051055,GO:0062012,GO:0062014,GO:0065007,GO:0071704,GO:0072330,GO:0080090,GO:1901576	ko:K01958	Biotin_carb_C,Biotin_carb_N,Biotin_lipoyl,CPSase_L_D2,HMGL-like,PYC_OADA	IPR011764,IPR001882,IPR000891,IPR005479,IPR013785,IPR003379,IPR005482,IPR005481,IPR005930,IPR016185,IPR055268,IPR000089,IPR011761,-,IPR011053,IPR011054	MDH3755481.1	MDH3755481.1 pyruvate carboxylase [Acidimicrobiia bacterium]	sp|Q9HES8|PYC_ASPNG	sp|Q9HES8|PYC_ASPNG Pyruvate carboxylase OS=Aspergillus niger OX=5061 GN=pyc PE=3 SV=1
misc_23109	E	GO:0000323,GO:0001775,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0002526,GO:0002544,GO:0002682,GO:0002684,GO:0002694,GO:0002696,GO:0003674,GO:0003824,GO:0005488,GO:0005543,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005739,GO:0005759,GO:0005764,GO:0005765,GO:0005766,GO:0005773,GO:0005774,GO:0005886,GO:0006082,GO:0006325,GO:0006464,GO:0006575,GO:0006732,GO:0006766,GO:0006767,GO:0006768,GO:0006790,GO:0006807,GO:0006810,GO:0006887,GO:0006950,GO:0006952,GO:0006954,GO:0006955,GO:0006979,GO:0006996,GO:0007155,GO:0007275,GO:0007399,GO:0007417,GO:0008150,GO:0008152,GO:0008289,GO:0009266,GO:0009305,GO:0009408,GO:0009628,GO:0009966,GO:0009968,GO:0009987,GO:0010646,GO:0010648,GO:0010941,GO:0012505,GO:0012506,GO:0015939,GO:0016020,GO:0016021,GO:0016043,GO:0016192,GO:0016569,GO:0016570,GO:0016787,GO:0016810,GO:0016811,GO:0017144,GO:0017159,GO:0018054,GO:0018193,GO:0018205,GO:0019538,GO:0019752,GO:0019898,GO:0022407,GO:0022409,GO:0022610,GO:0023051,GO:0023057,GO:0030141,GO:0030155,GO:0030659,GO:0030667,GO:0031090,GO:0031224,GO:0031410,GO:0031974,GO:0031981,GO:0031982,GO:0032501,GO:0032502,GO:0032787,GO:0032940,GO:0033081,GO:0033089,GO:0034235,GO:0034641,GO:0035091,GO:0035577,GO:0036211,GO:0036230,GO:0036477,GO:0042119,GO:0042582,GO:0042981,GO:0043025,GO:0043066,GO:0043067,GO:0043069,GO:0043167,GO:0043168,GO:0043170,GO:0043204,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043299,GO:0043312,GO:0043412,GO:0043436,GO:0043603,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044281,GO:0044297,GO:0044421,GO:0044422,GO:0044424,GO:0044425,GO:0044428,GO:0044429,GO:0044433,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0045055,GO:0045087,GO:0045177,GO:0045321,GO:0045580,GO:0045582,GO:0045595,GO:0045597,GO:0045619,GO:0045621,GO:0045785,GO:0046483,GO:0046903,GO:0047708,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048585,GO:0048731,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0050863,GO:0050865,GO:0050867,GO:0050870,GO:0050896,GO:0051094,GO:0051179,GO:0051186,GO:0051234,GO:0051239,GO:0051240,GO:0051249,GO:0051251,GO:0051276,GO:0051861,GO:0060548,GO:0065007,GO:0070013,GO:0071110,GO:0071704,GO:0071840,GO:0071944,GO:0080134,GO:0080135,GO:0097367,GO:0097458,GO:0097708,GO:0098588,GO:0098609,GO:0098805,GO:0098852,GO:0099503,GO:1900407,GO:1900408,GO:1901360,GO:1901564,GO:1902105,GO:1902107,GO:1902175,GO:1902176,GO:1902531,GO:1902532,GO:1902882,GO:1902883,GO:1903037,GO:1903039,GO:1903201,GO:1903202,GO:1903706,GO:1903708,GO:2000026,GO:2001233,GO:2001234,GO:2001242,GO:2001243	ko:K01435,ko:K08069	CN_hydrolase	-,IPR036526,IPR040154,IPR003010	XP_045617102.1	XP_045617102.1 vanin-like protein 2 isoform X3 [Procambarus clarkii]	-	-
misc_23110	-	-	-	-	-	-	-	-	-
misc_23111	O	GO:0002225,GO:0002376,GO:0002682,GO:0002684,GO:0002697,GO:0002699,GO:0002700,GO:0002702,GO:0002759,GO:0002760,GO:0002784,GO:0002788,GO:0002804,GO:0002831,GO:0002833,GO:0002920,GO:0002922,GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0005488,GO:0005509,GO:0005575,GO:0005576,GO:0006508,GO:0006807,GO:0006950,GO:0006952,GO:0006955,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0008592,GO:0009605,GO:0009607,GO:0009617,GO:0009620,GO:0009966,GO:0009967,GO:0010646,GO:0010647,GO:0016787,GO:0017171,GO:0019538,GO:0023051,GO:0023056,GO:0031347,GO:0031349,GO:0032101,GO:0032103,GO:0042742,GO:0043167,GO:0043169,GO:0043170,GO:0043207,GO:0043900,GO:0043902,GO:0044238,GO:0045087,GO:0045752,GO:0046872,GO:0048518,GO:0048522,GO:0048583,GO:0048584,GO:0050776,GO:0050778,GO:0050789,GO:0050794,GO:0050830,GO:0050832,GO:0050896,GO:0051704,GO:0051707,GO:0065007,GO:0070011,GO:0071704,GO:0080134,GO:0098542,GO:0140096,GO:1900150,GO:1901564	ko:K20673	CLIP,Trypsin	IPR009003,IPR001314,IPR038565,IPR018114,IPR001254,IPR043504,IPR022700,-	XP_071546216.1	XP_071546216.1 melanization protease 1-like [Panulirus ornatus]	sp|O97366|PPAF1_HOLDI	sp|O97366|PPAF1_HOLDI Phenoloxidase-activating factor 1 OS=Holotrichia diomphalia OX=33394 GN=PPAF1 PE=1 SV=1
misc_23113	-	-	-	-	-	-	-	-	-
misc_23114	-	-	-	-	-	-	-	-	-
misc_23115	-	-	-	-	-	MEM9452715.1	MEM9452715.1 hypothetical protein [Myxococcota bacterium]	-	-
misc_23116	O	-	ko:K03696	AAA,AAA_2,ClpB_D2-small	IPR050130,IPR027417,IPR001270,IPR003593,IPR019489,IPR003959,-	MCK6546153.1	MCK6546153.1 AAA family ATPase [Myxococcota bacterium]	sp|Q8EU05|CLPB_OCEIH	sp|Q8EU05|CLPB_OCEIH Chaperone protein ClpB OS=Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831) OX=221109 GN=clpB PE=3 SV=1
misc_23117	M	-	ko:K07011	Glycos_transf_2	IPR029044,-,IPR001173	MEQ8272426.1	MEQ8272426.1 glycosyltransferase family 2 protein [Deltaproteobacteria bacterium]	-	-
misc_23118	O	-	-	AAA,AAA_2,ClpB_D2-small	IPR050130,IPR027417,IPR001270,IPR003593,IPR019489,IPR003959,-	MCB9640151.1	MCB9640151.1 AAA family ATPase [Myxococcales bacterium]	sp|Q8EU05|CLPB_OCEIH	sp|Q8EU05|CLPB_OCEIH Chaperone protein ClpB OS=Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831) OX=221109 GN=clpB PE=3 SV=1
misc_23119	KLT	-	ko:K12132	PEGA,Pkinase	IPR011006,IPR000719,IPR011009,IPR007831,IPR008266,IPR050660,IPR025497,-,IPR037257,IPR001789	MEQ8272427.1	MEQ8272427.1 protein kinase [Deltaproteobacteria bacterium]	sp|P54738|PKN6_MYXXA	sp|P54738|PKN6_MYXXA Serine/threonine-protein kinase pkn6 OS=Myxococcus xanthus OX=34 GN=pkn6 PE=2 SV=1
misc_23120	S	-	-	-	-,IPR005302,IPR052353,IPR011037	HEV2861776.1	HEV2861776.1 MOSC domain-containing protein [Pyrinomonadaceae bacterium]	-	-
misc_23121	M	-	-	Glyco_trans_2_3,Glycos_transf_2	IPR029044,-,IPR001173	MEQ9498842.1	MEQ9498842.1 glycosyltransferase [Deltaproteobacteria bacterium]	-	-
misc_23122	-	-	-	MULE	-	XP_071514414.1	XP_071514414.1 uncharacterized protein [Panulirus ornatus]	-	-
misc_23123	-	-	-	MULE	-	XP_042234911.1	XP_042234911.1 uncharacterized protein LOC121874713 isoform X1 [Homarus americanus]	-	-
misc_23124	M	-	-	-	-	MBK8488301.1	MBK8488301.1 hypothetical protein [Bacteroidota bacterium]	-	-
misc_23125	-	-	-	-	-	-	-	-	-
misc_23126	S	-	-	Peptidase_C48,RVT_1	-	KAK4287463.1	KAK4287463.1 hypothetical protein Pmani_039466 [Petrolisthes manimaculis]	-	-
misc_23127	-	-	-	-	-	XP_071525461.1	XP_071525461.1 uncharacterized protein bora isoform X2 [Panulirus ornatus]	-	-
misc_23128	-	-	-	-	-	-	-	-	-
misc_23129	I	-	ko:K00631	Acyltransferase	IPR022284,-,IPR002123	MEQ9502549.1	MEQ9502549.1 1-acyl-sn-glycerol-3-phosphate acyltransferase [Deltaproteobacteria bacterium]	sp|G1SPE9|GNPAT_RABIT	sp|G1SPE9|GNPAT_RABIT Dihydroxyacetone phosphate acyltransferase OS=Oryctolagus cuniculus OX=9986 GN=GNPAT PE=1 SV=2
misc_23130	G	-	-	-	-	MBI2378575.1	MBI2378575.1 hypothetical protein [Deltaproteobacteria bacterium]	-	-
misc_23131	O	-	ko:K03686,ko:K05516	DnaJ,DnaJ_C	IPR018253,IPR036869,IPR001623,IPR008971,IPR002939,-	RME26510.1	RME26510.1 MAG: J domain-containing protein [Deltaproteobacteria bacterium]	sp|Q8KRC9|DNAJ_MYXXA	sp|Q8KRC9|DNAJ_MYXXA Chaperone protein DnaJ OS=Myxococcus xanthus OX=34 GN=dnaJ PE=3 SV=1
misc_23132	I	-	ko:K00057	NAD_Gly3P_dh_C,NAD_Gly3P_dh_N	IPR006109,IPR036291,IPR011128,IPR006168,IPR013328,-,IPR008927	MEQ8274066.1	MEQ8274066.1 NAD(P)-binding domain-containing protein [Deltaproteobacteria bacterium]	sp|Q2S2I4|GPDA1_SALRD	sp|Q2S2I4|GPDA1_SALRD Glycerol-3-phosphate dehydrogenase [NAD(P)+] 1 OS=Salinibacter ruber (strain DSM 13855 / M31) OX=309807 GN=gpsA1 PE=3 SV=1
misc_23133	S	-	-	SprT-like	-,IPR006640	MDB4727836.1	MDB4727836.1 SprT-like domain-containing protein [Saprospiraceae bacterium]	-	-
misc_23134	S	-	-	DUF4007	IPR025248	MBK9672803.1	MBK9672803.1 DUF4007 family protein [Bacteroidota bacterium]	-	-
misc_23135	L	GO:0000003,GO:0000280,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006139,GO:0006259,GO:0006310,GO:0006725,GO:0006807,GO:0006996,GO:0007049,GO:0007059,GO:0007127,GO:0007129,GO:0007131,GO:0008150,GO:0008152,GO:0009987,GO:0016043,GO:0022402,GO:0022414,GO:0022607,GO:0034641,GO:0035825,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0045132,GO:0045143,GO:0046483,GO:0048285,GO:0051026,GO:0051276,GO:0051321,GO:0061982,GO:0070192,GO:0071704,GO:0071840,GO:0090304,GO:0098813,GO:0140013,GO:1901360,GO:1903046	ko:K08741	MutS_III,MutS_IV,MutS_V	IPR027417,IPR007696,IPR045076,IPR000432,IPR036187,-	XP_071534544.1	XP_071534544.1 LOW QUALITY PROTEIN: uncharacterized protein [Panulirus ornatus]	sp|O43196|MSH5_HUMAN	sp|O43196|MSH5_HUMAN MutS protein homolog 5 OS=Homo sapiens OX=9606 GN=MSH5 PE=1 SV=1
misc_23140	-	-	-	-	-	XP_071536351.1	XP_071536351.1 uncharacterized protein [Panulirus ornatus]	-	-
misc_23141	E	-	ko:K08602	Peptidase_M3	IPR045090,IPR011976,-,IPR001567	MDG2148242.1	MDG2148242.1 M3 family oligoendopeptidase [Planctomycetota bacterium]	-	-
misc_23142	-	-	-	-	-	-	-	-	-
misc_23143	-	-	-	-	-	-	-	-	-
misc_23147	-	-	-	-	-	-	-	-	-
